id	section	description	expected	tolerance	tex_source	status	notebook
S11.08	SR 11	rank of the reported 2-5 window	4	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.09	SR 11	windows whose OR falls inside the reported CI	32	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.10	SR 11	windows whose CI excludes the all-GWAS baseline	45	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.11	SR 11	windows with a higher point estimate	3	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.12	SR 11	OR at exactly 2 therapeutic areas	18.01	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.13	SR 11	approved pairs behind it	10	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.14	SR 11	OR for the 2-3 window	10.82	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.15	SR 11	approved pairs behind it	18	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.16	SR 11	OR for the 2-4 window	10.35	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.17	SR 11	approved pairs behind it	40	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.18	SR 11	OR for the 1-5 window	8.99	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.19	SR 11	OR for the 3-5 window	9.29	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.20	SR 11	OR for the 2-6 window	9.47	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.21	SR 11	decomposition, all GWAS support OR	3.62	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.22	SR 11	decomposition, all GWAS support RS	2.76	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.23	SR 11	decomposition, all GWAS approved pairs	242	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.24	SR 11	decomposition, PAV any TA OR	5.89	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.25	SR 11	decomposition, PAV any TA RS	3.71	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.26	SR 11	decomposition, PAV any TA approved pairs	72	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.27	SR 11	decomposition, any support 2-5 TAs OR	3.95	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.28	SR 11	decomposition, any support 2-5 TAs RS	2.92	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.29	SR 11	decomposition, any support 2-5 TAs approved pairs	139	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.30	SR 11	decomposition, any support >=2 TAs OR	3.54	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.31	SR 11	decomposition, any support >=2 TAs RS	2.72	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.32	SR 11	decomposition, any support >=2 TAs approved pairs	220	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.33	SR 11	decomposition, criterion OR	10.29	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.34	SR 11	decomposition, criterion RS	4.84	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.35	SR 11	decomposition, criterion approved pairs	51	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.36	SR 11	PAV multiplier over the baseline	1.63	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.37	SR 11	therapeutic-area window multiplier	1.09	0.005	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.38	SR 11	OR if the two components acted independently	6.4	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.39	SR 11	median held-out OR across 200 splits	10.32	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.40	SR 11	held-out spread, lower	6.62	0.15	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.41	SR 11	held-out spread, upper	16.75	0.15	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.42	SR 11	in-sample over held-out ratio	0.97	0.015	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.43	SR 11	that ratio, Monte Carlo interval low	0.91	0.015	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.44	SR 11	that ratio, Monte Carlo interval high	1.04	0.015	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.45	SR 11	splits whose held-out CI excludes the baseline (%)	95.5	1.0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.46	SR 11	halves where PAV enrichment exceeds non-PAV (%)	99.5	1.0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.47	SR 11	halves where that difference reaches P < 0.05 (%)	79.5	2.0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.48	SR 11	halves where the quadratic test reaches P < 0.05 (%)	100	1.0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.49	SR 11	halves where it reaches P < 1e-4 (%)	92.5	4.0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.50	SR 11	optimism factor from searching for the window	1.19	0.015	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.51	SR 11	optimism-corrected OR	8.63	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.52	SR 11	corrected CI low	5.63	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.53	SR 11	corrected CI high	13.24	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.54	SR 11	optimism-corrected relative success	4.50	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.55	SR 11	Pharmaprojects target-indication pairs	7390	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.56	SR 11	of those, maximum Phase I	2274	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.57	SR 11	maximum Phase II	3303	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.58	SR 11	maximum Phase III	900	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.59	SR 11	launched	913	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.60	SR 11	launched pairs also Phase IV in ChEMBL	447	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.61	SR 11	that as a share of launched pairs (%)	49	0.5	supplementary_results.tex	pending	03-supp/12_external_replication
S11.62	SR 11	our genetic support in Pharmaprojects, OR	1.65	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.63	SR 11	its CI low	1.3	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.64	SR 11	its CI high	2.11	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.65	SR 11	its P	0.00011	5e-06	supplementary_results.tex	pending	03-supp/12_external_replication
S11.66	SR 11	pairs where our support and theirs agree	287	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.67	SR 11	pairs our support covers	469	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.68	SR 11	pairs their annotation covers	858	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.69	SR 11	their own annotation, OR	2.32	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.70	SR 11	its CI low	1.94	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.71	SR 11	its CI high	2.78	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.72	SR 11	its P	1.8e-20	5e-21	supplementary_results.tex	pending	03-supp/12_external_replication
S11.73	SR 11	its relative success	2.03	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.74	SR 11	Pharmaprojects PAV support OR	2.34	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.77	SR 11	Pharmaprojects non-PAV support OR	1.4	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.80	SR 11	P for the difference between them	0.04	0.0015	supplementary_results.tex	pending	03-supp/12_external_replication
S11.81	SR 11	Pharmaprojects gPS <= 5 OR	1.92	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.82	SR 11	Pharmaprojects gPS >= 10 OR	1.62	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.83	SR 11	ratio between them	1.18	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.84	SR 11	P for that difference	0.54	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.85	SR 11	ChEMBL gPS <= 5 OR	4.8	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.86	SR 11	ChEMBL gPS >= 10 OR	2.97	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.87	SR 11	ratio between them	1.62	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.88	SR 11	P for that difference	0.0077	0.0002	supplementary_results.tex	pending	03-supp/12_external_replication
S11.89	SR 11	criterion applied to Pharmaprojects, OR	4.5	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.90	SR 11	its CI low	2.66	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.91	SR 11	its CI high	7.6	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.92	SR 11	its relative success	3.16	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.93	SR 11	its P	2.5e-07	5e-08	supplementary_results.tex	pending	03-supp/12_external_replication
S11.94	SR 11	launched pairs meeting it	23	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.95	SR 11	supported pairs meeting it	60	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.96	SR 11	lift over the Pharmaprojects baseline	2.72	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.97	SR 11	lift over the ChEMBL baseline	2.84	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.98	SR 11	quadratic LR in Pharmaprojects	0.47	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.99	SR 11	its P	0.49	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.100	SR 11	power against an attenuated effect (%)	43	10	supplementary_results.tex	pending	03-supp/12_external_replication
S11.101	SR 11	power against a ChEMBL-strength effect (%)	99	2	supplementary_results.tex	pending	03-supp/12_external_replication
S11.102	SR 11	attenuation factor on the log-odds scale	0.392	0.0015	supplementary_results.tex	pending	03-supp/12_external_replication
S11.103	SR 11	Pharmaprojects quadratic coefficient	-0.042	0.0015	supplementary_results.tex	pending	03-supp/12_external_replication
S11.104	SR 11	its CI low	-0.164	0.0015	supplementary_results.tex	pending	03-supp/12_external_replication
S11.105	SR 11	its CI high	0.08	0.0015	supplementary_results.tex	pending	03-supp/12_external_replication
S11.106	SR 11	ceiling, ChEMBL PAV low pleiotropy OR	10.32	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.107	SR 11	ceiling, ChEMBL PAV high pleiotropy OR	3.1	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.108	SR 11	ceiling, ChEMBL PAV ratio	3.33	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.109	SR 11	ceiling, ChEMBL PAV P	0.00048	2e-05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.110	SR 11	ceiling, ChEMBL PAV low supported pairs	87	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.111	SR 11	ceiling, ChEMBL PAV low approved pairs	51	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.112	SR 11	ceiling, ChEMBL PAV high supported pairs	67	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.113	SR 11	ceiling, ChEMBL PAV high approved pairs	20	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.114	SR 11	ceiling, Pharmaprojects PAV low OR	4.5	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.115	SR 11	ceiling, Pharmaprojects PAV high OR	1.09	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.116	SR 11	ceiling, Pharmaprojects PAV ratio	4.14	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.117	SR 11	ceiling, Pharmaprojects PAV P	0.0014	5e-05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.118	SR 11	ceiling, Pharmaprojects PAV low supported pairs	60	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.119	SR 11	ceiling, Pharmaprojects PAV low approved pairs	23	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.120	SR 11	ceiling, Pharmaprojects PAV high supported pairs	69	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.121	SR 11	ceiling, Pharmaprojects PAV high approved pairs	9	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.122	SR 11	ceiling, ChEMBL any-support low OR	4.01	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.123	SR 11	ceiling, ChEMBL any-support high OR	2.97	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.124	SR 11	ceiling, ChEMBL any-support ratio	1.35	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.125	SR 11	ceiling, ChEMBL any-support P	0.073	0.0015	supplementary_results.tex	pending	03-supp/12_external_replication
S11.126	SR 11	ceiling, ChEMBL any-support low supported pairs	398	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.127	SR 11	ceiling, ChEMBL any-support low approved pairs	139	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.128	SR 11	ceiling, ChEMBL any-support high supported pairs	285	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.129	SR 11	ceiling, ChEMBL any-support high approved pairs	81	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.130	SR 11	ceiling, Pharmaprojects any-support low OR	1.88	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.131	SR 11	ceiling, Pharmaprojects any-support high OR	1.48	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.132	SR 11	ceiling, Pharmaprojects any-support ratio	1.27	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.133	SR 11	ceiling, Pharmaprojects any-support P	0.34	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.134	SR 11	ceiling, Pharmaprojects any-support low supported pairs	202	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.135	SR 11	ceiling, Pharmaprojects any-support low approved pairs	41	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.136	SR 11	ceiling, Pharmaprojects any-support high supported pairs	233	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.137	SR 11	ceiling, Pharmaprojects any-support high approved pairs	39	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.138	SR 11	interaction OR in ChEMBL	3.28	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.139	SR 11	its CI low	1.51	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.140	SR 11	its CI high	7.13	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.141	SR 11	its likelihood-ratio P	0.0024	0.0001	supplementary_results.tex	pending	03-supp/12_external_replication
S11.142	SR 11	its permutation P	0.0018	0.001	supplementary_results.tex	pending	03-supp/12_external_replication
S11.143	SR 11	supported pairs in the ChEMBL model	683	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.144	SR 11	approved pairs among them	220	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.145	SR 11	ChEMBL approval rate, 2-5 TAs without a PAV (%)	28.3	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.146	SR 11	ChEMBL approval rate, 2-5 TAs with a PAV (%)	58.6	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.147	SR 11	ChEMBL approval rate, >=6 TAs without a PAV (%)	28.0	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.148	SR 11	ChEMBL approval rate, >=6 TAs with a PAV (%)	29.9	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.149	SR 11	interaction OR in Pharmaprojects	6.39	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.150	SR 11	its CI low	2.17	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.151	SR 11	its CI high	18.79	0.005	supplementary_results.tex	pending	03-supp/12_external_replication
S11.152	SR 11	its likelihood-ratio P	0.0005	5e-05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.153	SR 11	its permutation P	0.001	0.001	supplementary_results.tex	pending	03-supp/12_external_replication
S11.154	SR 11	supported pairs in the Pharmaprojects model	435	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.155	SR 11	approved pairs among them	80	0	supplementary_results.tex	pending	03-supp/12_external_replication
S11.156	SR 11	Pharmaprojects approval rate, 2-5 TAs without a PAV (%)	12.7	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.157	SR 11	Pharmaprojects approval rate, 2-5 TAs with a PAV (%)	38.3	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.158	SR 11	Pharmaprojects approval rate, >=6 TAs without a PAV (%)	18.3	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S11.159	SR 11	Pharmaprojects approval rate, >=6 TAs with a PAV (%)	13.0	0.05	supplementary_results.tex	pending	03-supp/12_external_replication
S12.01	SR 12	disease studies modelled	5349	0	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.02	SR 12	cohort clusters	1525	0	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.03	SR 12	variance over mean of novel genes	30	10	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.04	SR 12	IRR, fully non-European vs fully European	1.69	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.05	SR 12	its CI low	1.3	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.06	SR 12	its CI high	2.2	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.07	SR 12	its P	0.0001	5e-05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.08	SR 12	IRR per unit European fraction	0.59	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.09	SR 12	IRR for a tenfold larger study	3.67	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.10	SR 12	its CI low	2.75	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.11	SR 12	its CI high	4.89	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.12	SR 12	its P	8e-19	5e-19	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.13	SR 12	IRR per publication year	0.84	0.005	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.14	SR 12	its CI low	0.79	0.005	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.15	SR 12	its CI high	0.88	0.005	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.16	SR 12	its P	4e-11	2e-11	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.17	SR 12	IRR, non-EUR class vs EUR	1.67	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.18	SR 12	its CI low	1.3	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.19	SR 12	its CI high	2.14	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.20	SR 12	its P	0.0001	5e-05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.21	SR 12	IRR, mixed class vs EUR	0.97	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.22	SR 12	its CI low	0.8	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.23	SR 12	its CI high	1.18	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.24	SR 12	its P	0.78	0.02	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.25	SR 12	measurements, continuous IRR	3.37	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.26	SR 12	measurements, non-EUR class IRR	3.84	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.27	SR 12	its CI low	1.99	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.28	SR 12	its CI high	7.43	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.29	SR 12	measurements, mixed class IRR	0.62	0.02	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.30	SR 12	its CI low	0.31	0.02	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.31	SR 12	its CI high	1.27	0.02	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.32	SR 12	its P	0.19	0.02	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.33	SR 12	measurements, IRR for a tenfold larger study	5.95	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.34	SR 12	its CI low	3.75	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.35	SR 12	its CI high	9.43	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.36	SR 12	IRR with year as a factor	2.01	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.37	SR 12	IRR with year omitted	0.9	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.38	SR 12	its P	0.29	0.02	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.39	SR 12	European share of studies up to 2017 (%)	76.9	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.40	SR 12	European share from 2018 (%)	63.8	1.0	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.41	SR 12	IRR with all prioritised genes as the outcome	1.51	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.42	SR 12	IRR with credible sets as the outcome	1.55	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.43	SR 12	novel genes, top size quintile, under 10% European	8.07	0.05	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.44	SR 12	novel genes, top size quintile, over 90% European	4.42	0.1	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.45	SR 12	lowest IRR across leave-one-cohort-out refits	1.46	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.46	SR 12	highest IRR across those refits	1.72	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.47	SR 12	IRR excluding FinnGen	1.46	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.48	SR 12	its CI low	0.99	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.49	SR 12	its CI high	2.14	0.015	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S12.50	SR 12	its P	0.055	0.005	supplementary_results.tex	pending	03-supp/13_ancestry_and_sample_size
S14.01	SR 14	traits in the genetic correlation matrix	1114	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.02	SR 14	of those, diseases	551	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.03	SR 14	of those, measurements	563	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.04	SR 14	off-diagonal entries with a measured correlation (%)	99.84	0.005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.05	SR 14	disease terms present in the matrix	471	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.06	SR 14	those as a share of disease terms (%)	33.8	0.05	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.07	SR 14	measurement terms present in the matrix	507	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.08	SR 14	those as a share of measurement terms (%)	14.9	0.05	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.09	SR 14	gene-disease associations covered	27006	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.10	SR 14	those as a share of gene-disease associations (%)	73.3	0.05	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.11	SR 14	gene-measurement associations covered	86522	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.12	SR 14	those as a share of gene-measurement associations (%)	75.2	0.05	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.13	SR 14	disease traits carrying a therapeutic area	400	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.14	SR 14	disease traits under no therapeutic-area root	151	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.15	SR 14	therapeutic areas represented	21	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.16	SR 14	within-area disease pairs	5844	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.17	SR 14	between-area disease pairs	73956	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.18	SR 14	mean absolute correlation within an area	0.401	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.19	SR 14	mean absolute correlation between areas	0.317	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.20	SR 14	difference between them	0.084	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.21	SR 14	fold difference in pairs above 0.5	1.48	0.005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.22	SR 14	superiority of a within-area pair	0.574	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.23	SR 14	nested pairs removed	1007	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.24	SR 14	within-area mean after removing them	0.390	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.25	SR 14	between-area mean after removing them	0.316	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.26	SR 14	fold difference after removing them	1.42	0.005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.27	SR 14	superiority after removing them	0.563	0.0005	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.28	SR 14	within-area pairs after removing them	5103	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.29	SR 14	between-area pairs after removing them	73690	0	supplementary_results.tex	pending	03-supp/14_genetic_correlation
S14.30	SR 14	between-area pairs above 0.5 (%)	22	0.5	supplementary_results.tex	pending	03-supp/14_genetic_correlation
