,geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,chromosome,start,end,approvedSymbol
5052,ENSG00000106031,7,3,0,0,0,1,45372.42965956089,645988.1975077938,2018-11-28,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.518,-1.1312,-1.8795,0,0.5,0.5,7,27193503,27200091,HOXA13
5053,ENSG00000156931,3,3,1,0,1,1,3669.3510358914505,1470466.6505612188,2020-12-03,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,4,0.31199998,1.2427,-0.51208,0,-1.0,-1.0,3,184812143,185052614,VPS8
5054,ENSG00000128965,3,2,1,0,0,1,160062.83409140486,461914.58891516324,2023-01-18,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.42499995,0.39758,-1.0183,2,0.5,0.0,15,40952962,40956512,CHAC1
5055,ENSG00000187860,3,2,1,0,1,1,7702.451053582179,151416.12986435954,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,-0.16499996,0.48912,0.96959,0,0.5,0.0,22,30356635,30378673,CCDC157
5056,ENSG00000085514,4,2,1,0,1,1,1321.7688442211056,340825.7076940272,2019-01-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,-0.42499995,1.3117,0.54536,1,-1.0,-1.0,7,100367530,100400096,PILRA
5057,ENSG00000136531,2,2,1,0,1,1,5382.953735491254,54892.674160393246,2014-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0.839,8.7269,1.0759,3,1.0,0.5,2,165194993,165392310,SCN2A
5058,ENSG00000157111,3,2,1,0,1,1,25415.17921452856,384314.83364002535,2021-04-08,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,18,-0.22899997,0.028943,0.7405,0,0.75,0.5,5,73120569,73131809,TMEM171
5059,ENSG00000163050,2,2,1,0,0,1,57530.63913504606,311608.0072964156,2018-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,9,0.0009999871,-0.50193,-0.31296,1,0.75,0.0,1,226940286,226987544,COQ8A
5060,ENSG00000169375,2,2,1,0,0,1,254373.32653042395,294763.3750742061,2020-05-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.86,5.1667,0.50596,14,-1.0,-1.0,15,75369379,75455842,SIN3A
5061,ENSG00000100714,2,2,1,0,0,1,545988.1005477115,1122672.658801146,2023-01-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.49,2.9224,1.0139,1,1.0,-1.0,14,64388031,64463457,MTHFD1
5062,ENSG00000102466,2,2,0,0,0,1,3398.9393113014553,1778690.168860174,2022-07-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.518,1.8427,-0.87313,1,0.5,0.5,13,101710804,102402457,FGF14
5063,ENSG00000173156,2,2,1,0,0,1,406587.2658730814,1778690.168860174,2022-07-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-0.19099998,-0.23972,-0.66389,2,0.5,0.0,11,67056847,67072017,RHOD
5064,ENSG00000179142,2,2,0,0,1,1,50161.278626555366,1910759.9043975426,2018-08-13,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,-0.008000016,0.01061,-0.42478,4,1.0,1.0,8,142910559,142917843,CYP11B2
5065,ENSG00000135899,1,1,1,0,0,0,78751.06843456876,78751.06843456876,2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.17400002,1.5861,1.1541,0,0.5,-1.0,2,230165186,230225729,SP110
5066,ENSG00000044459,4,1,0,0,0,1,21878.141822721598,1778690.168860174,2019-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,-0.431,-3.7713,-3.1213,0,-1.0,-1.0,9,17134982,17503923,CNTLN
5067,ENSG00000095203,1,1,0,0,0,0,515513.2178404211,1424218.0900670097,2020-06-15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.714,1.0978,0.79787,0,0.5,0.0,9,109171974,109321059,EPB41L4B
5068,ENSG00000115241,1,1,1,0,0,1,32254.717802479194,78751.06843456876,2012-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.674,4.0766,0.4787,0,0.5,-1.0,2,27381195,27409591,PPM1G
5069,ENSG00000165091,1,1,0,0,0,1,2967.1433315811582,2967.1433315811582,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.086000025,1.5789,0.22101,2,0.5,1.0,9,72521608,72838297,TMC1
5070,ENSG00000166436,2,1,1,0,1,1,294387.2978738704,1424218.0900670097,2020-06-15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.26200002,0.86425,0.90516,0,0.5,0.0,11,8612037,8682694,TRIM66
5071,ENSG00000174628,1,1,1,0,1,0,240639.50239824195,240639.50239824195,2021-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.582,-0.87678,0.041529,0,-1.0,0.0,16,19716456,19858467,IQCK
5072,ENSG00000143199,1,1,0,0,0,1,97822.37358221927,109001.36551434857,2022-10-12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07800001,2.3147,1.3027,1,0.75,0.5,1,167809386,167914215,ADCY10
5073,ENSG00000148848,1,1,0,0,0,1,4300.504144527099,4300.504144527099,2017-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.18199998,1.7643,0.35412,2,1.0,0.0,10,126012381,126388477,ADAM12
5074,ENSG00000165617,2,1,0,0,0,1,124801.11117486731,124801.11117486731,2018-12-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.297,-0.78096,-1.5465,1,0.5,-1.0,14,58633967,58648321,DACT1
5075,ENSG00000166321,1,1,0,0,0,0,756470.9740366563,756470.9740366563,2025-04-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.25100005,0.82997,0.70757,1,-1.0,0.0,10,73110375,73131828,NUDT13
5076,ENSG00000168765,1,1,1,0,0,1,278498.5074409075,278498.5074409075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.21399999,0.88994,0.17593,2,0.5,-1.0,1,109656099,109665496,GSTM4
5077,ENSG00000171246,1,1,1,1,1,1,353105.3286394775,353105.3286394775,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.48000002,1.6082,-0.81528,0,1.0,0.0,17,80466834,80477843,NPTX1
5078,ENSG00000173276,1,1,1,0,0,1,124837.11004999638,124837.11004999638,2022-11-04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.524,1.1064,-0.37955,0,0.5,-1.0,21,41986831,42010387,ZBTB21
5079,ENSG00000175985,1,1,0,0,0,1,16534.94713490521,16534.94713490521,2024-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08899999,1.169,0.5811,0,0.5,0.5,14,69484692,69531551,PLEKHD1
5080,ENSG00000179774,2,1,1,0,0,1,101825.50588235294,414433.58532016096,2024-07-19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.758,-1.2184,-0.7952,0,0.75,0.5,10,68230595,68232113,ATOH7
5081,ENSG00000185236,1,1,1,0,0,0,1173.5007132667617,1173.5007132667617,2022-07-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.343,2.4822,-0.46368,2,-1.0,-1.0,19,8389981,8404434,RAB11B
5082,ENSG00000188167,1,1,0,0,0,1,562534.7696387965,562534.7696387965,2022-10-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.049999952,1.3076,0.62192,0,0.5,0.5,3,33090421,33097146,TMPPE
5083,ENSG00000113302,25,12,0,1,0,1,1173.5007132667617,433862.5685735124,2008-06-29,3,2,0,0,0,4,2,0,20,1,0,3,10,0,2,0,1,0,0,96,0,0,2,146,0.0009999871,1.2491,0.85791,4,0.5,1.0,5,159314780,159330863,IL12B
5084,ENSG00000169340,17,7,1,0,1,1,12120.972557134543,515513.2178404211,2016-01-21,0,2,0,0,3,2,0,0,0,1,0,38,0,0,0,1,0,0,0,0,0,0,2,49,0.008000016,0.28112,0.26025,0,1.0,0.5,16,20359175,20404737,PDILT
5085,ENSG00000132394,22,6,1,0,0,1,3400.4411583487367,562534.7696387965,2009-09-20,19,0,0,0,0,0,0,5,0,0,10,0,0,0,1,0,0,0,0,1,0,0,4,40,-0.34500003,0.57989,-0.69248,1,-1.0,0.0,3,128153481,128408646,EEFSEC
5086,ENSG00000170961,7,6,1,0,0,1,21014.7618737575,1424218.0900670097,2018-08-13,2,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0.57,4.4235,0.56817,1,0.5,0.0,8,121612116,121641440,HAS2
5087,ENSG00000124813,9,5,1,0,0,1,11608.613380386345,397765.9672627851,2019-01-21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,1,0,4,15,0.648,1.7904,0.18875,9,0.5,0.0,6,45328157,45664349,RUNX2
5088,ENSG00000137040,9,5,0,0,1,1,32555.310754135273,562534.7696387965,2017-10-30,0,1,0,1,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,1,0,21,0.53499997,-0.29388,-0.70817,0,-1.0,-1.0,9,6011025,6015625,RANBP6
5089,ENSG00000064012,22,4,1,1,0,1,6455.028095238095,521818.7070055739,2011-10-09,48,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,52,0.305,1.6719,0.79905,22,0.5,-1.0,2,201233443,201361836,CASP8
5090,ENSG00000126777,4,4,0,0,0,1,141293.18354755783,263416.51565448404,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0.232,-0.087865,-0.39934,9,-1.0,-1.0,14,55559072,55701526,KTN1
5091,ENSG00000140262,6,4,1,0,1,1,29803.01405728205,1778690.168860174,2020-01-20,1,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0.39099997,0.31056,-0.33838,4,-1.0,-1.0,15,56918623,57299281,TCF12
5092,ENSG00000167191,6,3,1,0,0,1,89519.16315227402,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,2,14,0.21499997,2.0329,0.24354,0,0.5,0.0,16,19856691,19886167,GPRC5B
5093,ENSG00000075711,3,3,1,0,0,1,5625.245517486242,78016.97193351923,2014-08-02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0.509,1.5463,1.2817,10,-1.0,-1.0,3,197042560,197299330,DLG1
5094,ENSG00000136816,3,3,1,0,0,1,3777.7471479602086,521818.7070055739,2021-01-04,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.232,0.366,0.29487,1,-1.0,-1.0,9,129803157,129811281,TOR1B
5095,ENSG00000157985,3,3,1,0,0,1,2560.851236868858,139549.80122422232,2016-02-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0.634,1.7898,-0.24053,0,0.5,0.0,2,235494043,236131793,AGAP1
5096,ENSG00000119669,5,2,1,0,0,1,32996.93546153374,645988.1975077938,2018-06-11,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0.45599997,-1.7558,-6.4788,0,-1.0,-1.0,14,77024543,77028708,IRF2BPL
5097,ENSG00000185933,2,2,0,0,0,0,78894.16685939343,327782.2658449885,2021-09-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-0.29299998,0.95572,0.41909,2,0.5,1.0,10,103453240,103458900,CALHM1
5098,ENSG00000134326,2,2,0,0,0,1,1492.3520749665329,180089.50342935527,2021-11-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.70799994,-2.6199,-3.1446,0,0.5,0.0,2,6840570,6866635,CMPK2
5099,ENSG00000140015,2,2,0,0,0,1,40569.14132202889,40569.14132202889,2023-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0.445,3.7422,0.84818,1,0.5,0.5,14,62699464,63102037,KCNH5
5100,ENSG00000148948,5,2,0,0,0,0,4435.36939554283,326545.22790564946,2019-12-09,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0.703,3.5149,-0.29998,0,0.75,0.0,11,40114203,41459773,LRRC4C
5101,ENSG00000164742,2,2,0,0,0,1,110500.54208463429,1424218.0900670097,2023-01-18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.65400004,4.711,-0.30409,15,0.75,0.0,7,45574140,45723116,ADCY1
5102,ENSG00000166831,2,2,1,1,0,1,111599.28184123649,228688.0296088316,2017-12-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.045000017,0.16399,-1.1715,0,0.5,-1.0,15,64739891,64775589,RBPMS2
5103,ENSG00000175175,3,2,0,0,1,1,95776.89591443514,95776.89591443514,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.522,2.8494,0.53489,1,0.5,0.5,17,58755854,58985179,PPM1E
5104,ENSG00000180644,2,2,0,0,1,1,12748.270862028934,22669.576834673207,2023-05-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.43799996,0.6948,0.81408,1,0.75,0.0,10,70597348,70602759,PRF1
5105,ENSG00000184302,6,2,1,0,1,1,7053.66653679005,414433.58532016096,2016-01-11,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.078999996,0.62234,1.2473,0,1.0,0.5,14,60509146,60512850,SIX6
5106,ENSG00000197168,1,1,0,0,0,0,58331.23271678036,160010.51072069994,2017-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.06300002,1.2369,0.5282,0,0.5,0.5,13,52033611,52129092,NEK5
5107,ENSG00000042062,2,1,0,0,1,0,42359.490817992155,100711.28404230655,2023-01-18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.014999986,-0.0064949,-0.87276,0,-1.0,0.0,20,50586108,50691542,RIPOR3
5108,ENSG00000163958,1,1,0,0,0,1,306980.8575290048,306980.8575290048,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.20500004,0.44461,-0.97116,0,1.0,0.5,3,196197452,196211437,ZDHHC19
5109,ENSG00000104881,1,1,0,0,0,1,141553.2677895436,141553.2677895436,2021-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.026000023,-1.8626,-3.6916,1,0.5,0.0,19,45379638,45406349,PPP1R13L
5110,ENSG00000112378,1,1,0,0,1,1,119459.84213494582,119459.84213494582,2024-07-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.021999955,0.31564,0.31321,2,0.5,-1.0,6,138088505,138107419,PERP
5111,ENSG00000134452,1,1,1,0,0,0,322220.1169395476,322220.1169395476,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.551,3.789,0.095445,0,-1.0,-1.0,10,5890203,5937594,FBH1
5112,ENSG00000158516,1,1,0,0,0,1,205425.60717824215,205425.60717824215,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.28199995,0.41436,0.28018,1,1.0,0.0,7,130266863,130289798,CPA2
5113,ENSG00000162695,1,1,1,0,0,1,24739.63081777544,24739.63081777544,2011-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.116000056,-0.087579,0.56249,0,-1.0,-1.0,1,100896076,100996260,SLC30A7
5114,ENSG00000186191,1,1,0,0,0,1,77544.39441764928,77544.39441764928,2022-12-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.08200002,0.43012,0.4649,1,1.0,1.0,20,33079643,33111751,BPIFB4
5115,ENSG00000198160,2,1,1,0,0,1,49724.14538298504,71117.27631467933,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.15499997,1.2773,-0.16078,0,0.5,-1.0,1,66924895,66988619,MIER1
5116,ENSG00000197728,26,11,1,0,0,1,1455.4894671623297,562534.7696387965,2011-07-31,1,0,0,0,0,7,0,0,3,6,18,1,2,0,2,0,1,0,0,2,0,0,2,45,0.68,2.7399,-0.36271,18,-1.0,-1.0,12,56041351,56044697,RPS26
5117,ENSG00000136381,13,5,1,0,0,1,8420.791106786926,323648.5577791949,2021-08-03,0,2,0,0,2,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,5,23,0.611,2.8507,0.98991,1,-1.0,-1.0,15,78437431,78501453,IREB2
5118,ENSG00000151458,5,4,1,0,0,1,3552.1418674698793,431284.57934287674,2019-08-05,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0.561,2.6157,0.93653,0,-1.0,-1.0,4,124664048,124712732,ANKRD50
5119,ENSG00000136842,4,4,0,0,0,1,18146.19789076567,56432.02918263991,2016-08-12,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.40600002,1.2237,0.098874,1,0.5,-1.0,9,97501180,97601743,TMOD1
5120,ENSG00000172803,4,4,1,0,0,1,45951.29495376284,367949.31877243903,2017-05-24,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,6,-0.232,-0.50255,-1.22,0,1.0,0.5,11,65833834,65856896,SNX32
5121,ENSG00000084674,17,4,1,0,1,1,7914.993941688755,464892.4593283075,2012-03-07,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,28,69,0.463,0.96416,0.84453,20,0.75,0.5,2,21001429,21044073,APOB
5122,ENSG00000121858,6,4,1,1,0,1,48129.93320457106,521818.7070055739,2020-05-18,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,9,0.19300002,0.11071,0.3449,6,-1.0,-1.0,3,172505508,172523475,TNFSF10
5123,ENSG00000198561,10,4,1,0,0,1,64507.782812759775,1076472.0138856068,2019-02-04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,11,0.81299996,2.7344,0.80449,6,-1.0,-1.0,11,57753243,57819546,CTNND1
5124,ENSG00000143641,5,3,1,1,0,1,66438.21345734232,1778690.168860174,2021-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,7,0.485,1.8886,-0.34716,2,-1.0,-1.0,1,230057990,230282122,GALNT2
5125,ENSG00000164649,4,3,1,0,0,1,2253.2118120381815,521818.7070055739,2011-11-27,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0.01700002,-0.6865,-0.84558,0,0.5,-1.0,7,21900899,21945903,CDCA7L
5126,ENSG00000183891,11,3,1,0,0,1,4654.903581267217,502231.5406594711,2012-07-01,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,-0.655,-0.017951,-1.1496,0,-1.0,-1.0,2,19896631,19901983,TTC32
5127,ENSG00000111266,3,3,1,0,0,1,32254.717802479194,145320.08042080907,2012-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0.49800003,1.6928,0.58377,4,-1.0,-1.0,12,12473282,12562863,DUSP16
5128,ENSG00000186329,4,3,0,0,0,1,7794.273577144567,111599.28184123649,2021-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,-0.643,0.38676,0.55884,0,1.0,0.0,3,171843349,171938715,TMEM212
5129,ENSG00000130675,2,2,0,0,1,1,40855.314577620855,275021.63051358337,2020-05-06,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.366,-1.1528,-2.2059,0,0.75,0.5,7,156994051,157010663,MNX1
5130,ENSG00000150750,4,2,1,0,0,1,13748.238482016517,97181.90375256384,2023-01-18,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,-0.365,-0.21071,0.54513,0,0.5,0.5,11,111245725,111286401,POU2AF2
5131,ENSG00000177374,5,2,1,0,0,1,60546.60146904292,1990918.947961699,2018-08-13,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0.09899998,-1.9458,-5.8695,1,-1.0,0.0,17,2054154,2063241,HIC1
5132,ENSG00000112242,4,2,0,0,0,1,56942.29853437452,83633.19622783325,2021-11-04,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.607,1.375,0.072356,6,-1.0,-1.0,6,20401879,20493714,E2F3
5133,ENSG00000129911,2,2,1,0,0,1,118061.55082048493,1424218.0900670097,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.928,-2.0943,-3.4858,1,0.5,0.0,19,1852399,1863579,KLF16
5134,ENSG00000174963,2,2,1,0,0,1,182720.23308494932,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0.17299998,-0.52831,-0.45747,0,1.0,0.5,3,147386046,147406809,ZIC4
5135,ENSG00000105889,3,2,1,0,0,1,48439.20423385324,90413.10180725924,2019-10-24,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.23000002,0.77225,0.91791,0,0.5,0.5,7,22419444,22727613,STEAP1B
5136,ENSG00000116151,3,2,1,0,0,1,138890.6106237268,1470466.6505612188,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-0.39100003,-1.542,-1.1755,0,0.5,0.0,1,2321253,2391707,MORN1
5137,ENSG00000141627,2,2,1,0,0,1,183427.12489668437,183427.12489668437,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-0.08099997,0.92126,0.25829,0,-1.0,-1.0,18,49036387,49461347,DYM
5138,ENSG00000146013,2,2,0,0,0,0,248902.39286982678,248902.39286982678,2019-07-30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.171,1.785,0.012136,2,0.5,0.0,5,138252380,138274621,GFRA3
5139,ENSG00000176390,2,2,1,0,0,1,114439.41769154315,1990918.947961699,2022-11-21,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.12900001,0.70979,-1.2879,0,0.5,-1.0,17,30769388,30824692,CRLF3
5140,ENSG00000185220,2,2,0,0,0,1,64339.76089271658,137776.79053446153,2018-09-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.52199996,-0.30959,-0.94455,0,-1.0,-1.0,1,248906196,248919946,PGBD2
5141,ENSG00000205863,2,2,0,0,0,0,5305.093934911242,7972.209256466767,2011-07-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.411,2.9406,2.3543,0,0.5,0.0,13,23891099,23897502,C1QTNF9B
5142,ENSG00000101152,1,1,0,0,0,1,279825.00883385167,279825.00883385167,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795,1.7888,-0.86094,3,0.5,-1.0,20,63895126,63936031,DNAJC5
5143,ENSG00000137692,1,1,1,0,0,1,260210.21963428933,260210.21963428933,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55700004,2.1883,-0.35057,1,-1.0,-1.0,11,103050686,103092194,DCUN1D5
5144,ENSG00000148604,1,1,0,0,0,1,10353.132295719844,10353.132295719844,2019-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.413,-0.15601,-0.56704,2,1.0,0.5,10,84230666,84259960,RGR
5145,ENSG00000182183,2,1,0,0,0,1,117707.74532698281,645988.1975077938,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.88,-0.047637,0.53705,0,0.5,0.5,1,52633168,52669683,SHISAL2A
5146,ENSG00000101074,1,1,0,0,0,1,294387.2978738704,294387.2978738704,2021-09-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.19799995,1.0767,0.21066,0,1.0,1.0,20,44337043,44351238,R3HDML
5147,ENSG00000123609,1,1,1,0,1,1,515513.2178404211,1424218.0900670097,2020-06-15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.46000004,0.67659,0.54319,1,-1.0,-1.0,2,151270470,151289894,NMI
5148,ENSG00000134533,1,1,0,0,0,1,223386.61486493575,223386.61486493575,2023-03-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.528,-0.088827,0.59097,0,0.5,0.0,12,15107783,15348675,RERG
5149,ENSG00000137575,1,1,0,0,0,0,104829.95456615865,104829.95456615865,2018-11-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.09000003,0.84671,1.1596,5,-1.0,-1.0,8,58552924,58582859,SDCBP
