HGNC_ID	MGI_ID	IMPC_adult_viability	IMPC_embryo_viability	Avana_mean	Avana_mean_045	IMPC_Viability	adHOM_top_level_mp_name	adHEMI_top_level_mp_name	Viable_Phenotypes_updated	FUSIL_outliers	FUSIL
HGNC:26038	MGI:1916720	Viable	InsuffData/NoData	-0.376183819	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26040	MGI:2446133	Viable	InsuffData/NoData	-0.103729176	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26042	MGI:1916344	Viable	InsuffData/NoData	-0.073581932	Non-essential	Viable	cardiovascular system phenotype|renal/urinary system phenotype|vision/eye phenotype|reproductive system phenotype|nervous system phenotype	-	Viable_phenotype	VP	VP
HGNC:26049	MGI:2144276	Viable	InsuffData/NoData	-0.074880309	Non-essential	Viable	adipose tissue phenotype|skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:26050	MGI:1915068	Lethal	Lethal_E12.5	-0.056102736	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26051	MGI:1919862	Viable	InsuffData/NoData	-0.017734873	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:26052	MGI:1919207	Lethal	InsuffData/NoData	-1.282720526	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:26053	MGI:1913878	Lethal	InsuffData/NoData	-0.662923818	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:26055	MGI:1922169	Viable	InsuffData/NoData	-0.012943883	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|skeleton phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26057	MGI:2147434	Viable	InsuffData/NoData	0.160713296	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:2606	MGI:1098274	Viable	InsuffData/NoData	-0.277037731	Non-essential	Viable	adipose tissue phenotype|limbs/digits/tail phenotype|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|growth/size/body region phenotype|craniofacial phenotype	-	Viable_phenotype	VP	VP
HGNC:26063	MGI:1918397	Lethal	InsuffData/NoData	-0.212005966	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26068	MGI:1913758	no_adult_VIA_data	Lethal_E9.5	-0.344500014	Non-essential	Lethal	-	-	-	DL	DL
HGNC:26072	MGI:1914388	Viable	InsuffData/NoData	-0.080924854	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26074	MGI:1922567	Viable	InsuffData/NoData	-0.078064927	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26076	MGI:1914065	Viable	InsuffData/NoData	0.26298202	Non-essential	Viable	integument phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26079	MGI:1914769	Lethal	Lethal_E14.5	-0.016283909	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26101	MGI:2388287	Viable	InsuffData/NoData	-0.117429409	Non-essential	Viable	hematopoietic system phenotype|adipose tissue phenotype|skeleton phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26103	MGI:1920582	Viable	InsuffData/NoData	-0.242484337	Non-essential	Viable	cardiovascular system phenotype	-	Viable_phenotype	VP	VP
HGNC:26107	MGI:2443778	Viable	InsuffData/NoData	-0.09011532	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:26113	MGI:3603820	no_adult_VIA_data	InsuffData/NoData	-0.176972055	-	Other	-	-	-	-	-
HGNC:26114	MGI:2142951	Subviable	InsuffData/NoData	-0.064586873	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26115	MGI:1920422	Viable	InsuffData/NoData	-0.099896428	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26116	MGI:1913333	Viable	InsuffData/NoData	-0.026675434	Non-essential	Viable	adipose tissue phenotype|vision/eye phenotype|behavior/neurological phenotype|reproductive system phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype	-	Viable_phenotype	VP	VP
HGNC:26117	MGI:1923858	Viable	InsuffData/NoData	-0.088600861	Non-essential	Viable	cardiovascular system phenotype|muscle phenotype|immune system phenotype|liver/biliary system phenotype|skeleton phenotype|behavior/neurological phenotype|reproductive system phenotype|endocrine/exocrine gland phenotype|respiratory system phenotype|nervous system phenotype|hematopoietic system phenotype|growth/size/body region phenotype|digestive/alimentary phenotype	-	Viable_phenotype	VP	VP
HGNC:26119	MGI:1913891	Viable	InsuffData/NoData	-0.10059613	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26124	MGI:1098713	Viable	InsuffData/NoData	0.017007346	Non-essential	Viable	homeostasis/metabolism phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26144	MGI:3040695	Lethal	InsuffData/NoData	-0.390981621	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26145	MGI:1916082	Viable	InsuffData/NoData	0.133973885	Non-essential	Viable	vision/eye phenotype	-	Viable_phenotype	VP	VP
HGNC:26148	MGI:1917711	Subviable	InsuffData/NoData	-0.153571255	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26152	MGI:1924661	Viable	InsuffData/NoData	-0.144611297	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26158	MGI:2445168	Viable	InsuffData/NoData	-0.222660771	Non-essential	Viable	cardiovascular system phenotype|growth/size/body region phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26162	MGI:2676395	Lethal	Lethal_E9.5	-0.726980779	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:26168	MGI:2679719	Subviable	Lethal_E9.5	-1.058494938	Essential	Subviable	mortality/aging	-	-	SV.outlier	-
HGNC:26169	MGI:1916214	Lethal	InsuffData/NoData	-0.337128869	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26175	MGI:2180781	Viable	InsuffData/NoData	-0.041562404	Non-essential	Viable	behavior/neurological phenotype|homeostasis/metabolism phenotype|integument phenotype	-	Viable_phenotype	VP	VP
HGNC:26181	MGI:1913339	Viable	InsuffData/NoData	-0.028818681	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26183	MGI:1926021	Viable	InsuffData/NoData	-0.235525971	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26185	MGI:1923707	Subviable	InsuffData/NoData	-0.012484156	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26192	MGI:2181193	Subviable	InsuffData/NoData	-0.058075841	Non-essential	Subviable	hematopoietic system phenotype|mortality/aging|growth/size/body region phenotype|skeleton phenotype	-	-	SV	SV
HGNC:26195	MGI:1922168	Viable	InsuffData/NoData	-0.083548685	Non-essential	Viable	vision/eye phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:262	MGI:99401	Viable	InsuffData/NoData	-0.037571599	Non-essential	Viable	growth/size/body region phenotype|adipose tissue phenotype	-	Viable_phenotype	VP	VP
HGNC:26202	MGI:2443470	Subviable	InsuffData/NoData	-0.138474233	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26203	MGI:2652819	Viable	InsuffData/NoData	-0.037192353	Non-essential	Viable	hearing/vestibular/ear phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26215	MGI:1914107	Viable	InsuffData/NoData	0.023412502	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26216	MGI:1919124	Viable	InsuffData/NoData	-0.041625812	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26225	MGI:1918035	Viable	InsuffData/NoData	-0.132288544	Non-essential	Viable	skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:26235	MGI:1915500	Viable	InsuffData/NoData	-0.285287033	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26238	MGI:1915337	Viable	InsuffData/NoData	-0.18011053	Non-essential	Viable	skeleton phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:26244	MGI:1921451	Lethal	InsuffData/NoData	-0.350246469	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26262	MGI:2384576	Lethal	InsuffData/NoData	-0.809031496	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:26264	MGI:106315	Viable	InsuffData/NoData	-0.159941253	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26274	MGI:2142075	Lethal	InsuffData/NoData	-0.230676069	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26276	MGI:1920832	Viable	InsuffData/NoData	-0.060702471	Non-essential	Viable	adipose tissue phenotype|skeleton phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:26287	MGI:1925508	Viable	InsuffData/NoData	0.106827124	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:26291	MGI:1919019	Lethal	InsuffData/NoData	0.076894886	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26303	MGI:2442444	Viable	InsuffData/NoData	-0.12325771	Non-essential	Viable	hematopoietic system phenotype|growth/size/body region phenotype|skeleton phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:2631	MGI:88607	Viable	InsuffData/NoData	-0.075649174	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26314	MGI:2652869	Viable	InsuffData/NoData	-	-	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	-	-
HGNC:26316	MGI:2685085	Viable	InsuffData/NoData	-	-	Viable	-	-	Viable_nophenotype	-	-
HGNC:26323	MGI:2442590	Viable	InsuffData/NoData	-0.143675821	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26332	MGI:2444734	Viable	InsuffData/NoData	0.140945106	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26340	MGI:3045247	Viable	InsuffData/NoData	0.08245708	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26341	MGI:1921471	Viable	InsuffData/NoData	0.052937549	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26342	MGI:4936993	Viable	InsuffData/NoData	0.093042245	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26344	MGI:2443026	Viable	InsuffData/NoData	0.017240727	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26346	MGI:1925368	Viable	InsuffData/NoData	-0.229990184	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:26379	MGI:1918144	Viable	InsuffData/NoData	-0.069099489	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26397	MGI:1924192	Viable	InsuffData/NoData	0.150465073	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:264	MGI:99403	Viable	InsuffData/NoData	-0.083265769	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26401	MGI:2446166	Viable	InsuffData/NoData	0.030037393	Non-essential	Viable	hearing/vestibular/ear phenotype|cardiovascular system phenotype|nervous system phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26404	MGI:1915896	Lethal	Lethal_E12.5	0.095431669	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26406	MGI:1914411	Subviable	InsuffData/NoData	0.268450675	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26409	MGI:2443417	Viable	InsuffData/NoData	0.110317647	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype|renal/urinary system phenotype|integument phenotype	-	Viable_phenotype	VP	VP
HGNC:26422	MGI:1921681	Viable	InsuffData/NoData	-0.017447428	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26434	MGI:3607716	Viable	InsuffData/NoData	0.171514595	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:2644	MGI:103225	Viable	InsuffData/NoData	-0.134391525	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26452	MGI:2684896	Viable	InsuffData/NoData	-0.01779591	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26458	MGI:1926027	Viable	InsuffData/NoData	-0.385897925	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:2646	MGI:1919304	Viable	InsuffData/NoData	-0.047623753	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26478	MGI:1918358	Viable	InsuffData/NoData	0.160140661	Non-essential	Viable	growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:26485	MGI:2686209	Viable	InsuffData/NoData	-0.148132782	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26504	MGI:3646469	Viable	InsuffData/NoData	0.030834658	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26505	MGI:1921717	Viable	InsuffData/NoData	-0.020659015	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26506	MGI:1915155	Viable	InsuffData/NoData	-0.121408128	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:2651	MGI:106091	Viable	InsuffData/NoData	0.04622045	Non-essential	Viable	vision/eye phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26511	MGI:2685325	Subviable	InsuffData/NoData	-0.007503923	Non-essential	Subviable	mortality/aging|skeleton phenotype|behavior/neurological phenotype	-	-	SV	SV
HGNC:26516	MGI:2685586	Viable	InsuffData/NoData	0.116821243	Non-essential	Viable	adipose tissue phenotype|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:2652	MGI:104978	Viable	InsuffData/NoData	0.067066157	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26520	MGI:2687329	Viable	InsuffData/NoData	0.042777392	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26527	MGI:1196297	Viable	InsuffData/NoData	0.13736898	Non-essential	Viable	renal/urinary system phenotype|adipose tissue phenotype|limbs/digits/tail phenotype|immune system phenotype|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|respiratory system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:26530	MGI:1921703	Subviable	InsuffData/NoData	0.149135014	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26538	MGI:1922968	Viable	InsuffData/NoData	-	-	Viable	growth/size/body region phenotype	-	Viable_phenotype	-	-
HGNC:26552	MGI:1922464	Viable	InsuffData/NoData	-0.013841526	Non-essential	Viable	hematopoietic system phenotype|skeleton phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:26556	MGI:1921735	Viable	InsuffData/NoData	-0.153963342	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:26558	MGI:1924082	no_adult_VIA_data	Lethal_E14.5	-0.021394375	Non-essential	Lethal	-	-	-	DL	DL
HGNC:26560	MGI:2446120	Subviable	Viable_E18.5	-0.259136653	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26563	MGI:1196431	Viable	InsuffData/NoData	-0.056552812	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26575	MGI:3603756	Viable	InsuffData/NoData	0.02590782	Non-essential	Viable	reproductive system phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26594	MGI:3584043	Lethal	InsuffData/NoData	0.009245959	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26600	MGI:2681828	Lethal	InsuffData/NoData	0.10489591	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26607	MGI:2444789	Viable	InsuffData/NoData	-0.129177531	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26620	MGI:1921612	Viable	InsuffData/NoData	-0.080297666	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:2663	MGI:1277991	Lethal	Viable_E18.5	-0.068115979	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26639	MGI:2146443	Viable	InsuffData/NoData	-0.215836773	Non-essential	Viable	growth/size/body region phenotype|homeostasis/metabolism phenotype|adipose tissue phenotype|integument phenotype	-	Viable_phenotype	VP	VP
HGNC:26641	MGI:3606211	Viable	InsuffData/NoData	0.015157027	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26646	MGI:1915740	Viable	InsuffData/NoData	-0.108651067	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26649	MGI:2141979	Viable	InsuffData/NoData	-0.10306154	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:2665	MGI:104850	Viable	InsuffData/NoData	0.003000347	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26658	MGI:1914713	Viable	InsuffData/NoData	-0.004459006	Non-essential	Viable	reproductive system phenotype|homeostasis/metabolism phenotype|endocrine/exocrine gland phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26663	MGI:3650508	Viable	InsuffData/NoData	0.214372213	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26664	MGI:2683461	Viable	InsuffData/NoData	-0.096694864	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26668	MGI:2443535	Viable	InsuffData/NoData	-0.036532477	Non-essential	Viable	homeostasis/metabolism phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26675	MGI:2443187	Viable	InsuffData/NoData	-	-	Viable	-	-	Viable_nophenotype	-	-
HGNC:26677	MGI:2444889	Viable	InsuffData/NoData	0.11429392	Non-essential	Viable	cardiovascular system phenotype	-	Viable_phenotype	VP	VP
HGNC:26686	MGI:1913603	Subviable	InsuffData/NoData	-0.075891378	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26688	MGI:1924122	Viable	InsuffData/NoData	-0.064202867	Non-essential	Viable	adipose tissue phenotype	-	Viable_phenotype	VP	VP
HGNC:26689	MGI:1921740	Viable	InsuffData/NoData	0.031343348	Non-essential	Viable	skeleton phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:26693	MGI:1921855	Viable	InsuffData/NoData	-0.000304178	Non-essential	Viable	cardiovascular system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26697	MGI:1919387	Subviable	InsuffData/NoData	-0.064385522	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26705	MGI:2444608	Viable	InsuffData/NoData	0.024013986	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26715	MGI:1920672	Viable	InsuffData/NoData	-0.046715946	Non-essential	Viable	digestive/alimentary phenotype	-	Viable_phenotype	VP	VP
HGNC:2672	MGI:1918190	Viable	InsuffData/NoData	-0.050400755	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26721	MGI:2147679	Subviable	InsuffData/NoData	0.006000181	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26724	MGI:1922941	Lethal	InsuffData/NoData	-0.358251459	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26727	MGI:3606476	Viable	InsuffData/NoData	-	-	Viable	-	-	Viable_insufproc	-	-
HGNC:26730	MGI:2685418	Subviable	InsuffData/NoData	-0.232327867	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26736	MGI:2442663	Viable	InsuffData/NoData	0.012686551	Non-essential	Viable	reproductive system phenotype|skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:2674	MGI:1916885	Viable	InsuffData/NoData	0.0031008	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26740	MGI:1917620	Viable	InsuffData/NoData	-0.086437589	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26741	MGI:2384581	Viable	InsuffData/NoData	-0.163841999	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:2675	MGI:1341297	Viable	InsuffData/NoData	-0.130726568	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26791	MGI:2444612	Viable	InsuffData/NoData	0.064549152	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26795	MGI:1919324	Viable	InsuffData/NoData	0.043235839	Non-essential	Viable	integument phenotype	-	Viable_phenotype	VP	VP
HGNC:26802	MGI:1920228	Viable	InsuffData/NoData	0.053992277	Non-essential	Viable	adipose tissue phenotype	-	Viable_phenotype	VP	VP
HGNC:26814	MGI:1922945	Viable	InsuffData/NoData	-0.05025197	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:26821	MGI:1919735	Viable	InsuffData/NoData	-	-	Viable	behavior/neurological phenotype	-	Viable_phenotype	-	-
HGNC:26825	MGI:1922831	Viable	InsuffData/NoData	0.082850219	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26836	MGI:2443383	Viable	InsuffData/NoData	-0.206816603	Non-essential	Viable	cardiovascular system phenotype	-	Viable_phenotype	VP	VP
HGNC:26841	MGI:2686003	Viable	InsuffData/NoData	0.045565622	Non-essential	Viable	hearing/vestibular/ear phenotype	-	Viable_phenotype	VP	VP
HGNC:26847	MGI:1923965	Viable	InsuffData/NoData	0.016010865	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:26850	MGI:1922717	Viable	InsuffData/NoData	0.017232866	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26861	MGI:1922337	Viable	InsuffData/NoData	-0.075025623	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26879	MGI:2442056	Viable	InsuffData/NoData	0.094589547	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26894	MGI:2139535	Viable	InsuffData/NoData	0.040123472	Non-essential	Viable	hearing/vestibular/ear phenotype|nervous system phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26895	MGI:3648473	Viable	InsuffData/NoData	0.050682329	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26899	MGI:3036255	Subviable	Viable_E18.5	-0.031512782	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26901	MGI:3647600	Viable	InsuffData/NoData	-	-	Viable	behavior/neurological phenotype	-	Viable_phenotype	-	-
HGNC:26906	MGI:1924863	Viable	InsuffData/NoData	0.008538863	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26909	MGI:3036260	Viable	InsuffData/NoData	-0.016533968	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:26918	MGI:2448476	Viable	InsuffData/NoData	-0.345739616	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26929	MGI:3026886	Lethal	Lethal_E9.5	-0.145739936	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26936	MGI:1196405	Subviable	InsuffData/NoData	-0.162827776	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:26938	MGI:96738	Lethal	InsuffData/NoData	-0.159337526	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26944	MGI:1920232	Viable	InsuffData/NoData	0.063623614	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26946	MGI:1913367	no_adult_VIA_data	InsuffData/NoData	-0.04627062	-	Other	-	-	-	-	-
HGNC:2695	MGI:1931838	Conflicting: Lethal | Subviable | Viable	Viable_E18.5	0.003012349	-	Other	adipose tissue phenotype|limbs/digits/tail phenotype|immune system phenotype|mortality/aging|skeleton phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	-	-	-
HGNC:26951	MGI:1919398	Viable	InsuffData/NoData	0.202100116	Non-essential	Viable	reproductive system phenotype|endocrine/exocrine gland phenotype|nervous system phenotype	-	Viable_phenotype	VP	VP
HGNC:26953	MGI:2444631	Lethal	InsuffData/NoData	0.01631101	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26956	MGI:1915392	Conflicting: Lethal | Subviable	InsuffData/NoData	-0.457003031	-	Other	mortality/aging	-	-	-	-
HGNC:26965	MGI:1913711	Lethal	Lethal_E9.5	-0.650096463	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:26967	MGI:2442001	Viable	InsuffData/NoData	-0.302729904	Non-essential	Viable	hematopoietic system phenotype|reproductive system phenotype|skeleton phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26970	MGI:1913609	Lethal	Lethal_E9.5	-0.211245945	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:26971	MGI:1914727	Viable	InsuffData/NoData	-0.125855642	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:26974	MGI:2677270	Viable	InsuffData/NoData	0.042625234	Non-essential	Viable	hematopoietic system phenotype|integument phenotype|homeostasis/metabolism phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:26978	MGI:2685530	Viable	InsuffData/NoData	0.019452994	Non-essential	Viable	cardiovascular system phenotype|limbs/digits/tail phenotype|immune system phenotype|skeleton phenotype|behavior/neurological phenotype|reproductive system phenotype|homeostasis/metabolism phenotype|nervous system phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:26992	MGI:2384936	Viable	InsuffData/NoData	-0.103081016	Non-essential	Viable	cardiovascular system phenotype|vision/eye phenotype|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|pigmentation phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:26996	MGI:1914369	Viable	InsuffData/NoData	0.125681095	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:270	MGI:1340806	Subviable	InsuffData/NoData	-0.128051876	Non-essential	Subviable	mortality/aging|vision/eye phenotype|behavior/neurological phenotype	-	-	SV	SV
HGNC:27001	MGI:3026984	Viable	InsuffData/NoData	-0.020979141	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:2701	MGI:94869	Lethal	InsuffData/NoData	0.108936234	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:27010	MGI:1916222	Viable	InsuffData/NoData	-0.15051345	Non-essential	Viable	homeostasis/metabolism phenotype|skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:27012	MGI:1919557	Viable	InsuffData/NoData	-0.105421298	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:27018	MGI:1919147	Viable	InsuffData/NoData	-0.060333048	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
